40666,-0.00883,1.238464,-0.00073,0.008563,0.602134,0.60353631.02.4021.241567
40766,-0.01332,1.213008,-0.00443,0.006462,0.646510,0.645214105.03.78452.092164
40866,-0.01577,1.198683,-0.00900,0.010446,0.673639,0.669609162.03.8293332.135291
40966,-0.01015,1.238467,-0.00170,0.007876,0.515918,0.517191222.03.8091252.275341
41066,-0.00946,1.239023,0.000817,0.004222,0.574527,0.576451297.03.86972.479994
41166,-0.00924,1.242705,-0.00107,0.008518,0.644655,0.645239353.03.823252.460996
41266,-0.01091,1.220701,-0.00165,0.005903,0.647573,0.647485439.04.0046422.594179
41366,-0.01035,1.233882,-0.00115,0.006275,0.632408,0.633406490.03.9111872.518672
41466,-0.00021,1.267357,0.005599,0.013718,0.722646,0.726946548.03.89252.500590
41566,-0.01131,1.250015,-0.00433,0.011052,0.720000,0.718468630.04.079252.536980
41666,-0.01014,1.257493,-0.00144,0.007748,0.681090,0.680854669.03.9669542.428922
41766,-0.01268,1.275429,-0.00472,0.009607,0.617754,0.615335733.04.0455412.444359
41866,-0.00864,1.254589,0.000513,0.006776,0.626399,0.628256789.04.0041532.439321
41966,-0.01370,1.243257,-0.00620,0.009850,0.722239,0.719993853.04.0163212.431255
42066,-0.01112,1.252788,-0.00099,0.004810,0.542635,0.543641921.04.02062.463427
42166,-0.01164,1.244904,-0.00220,0.006015,0.619658,0.619089994.04.0646252.507385
42266,-0.01345,1.245008,-0.00327,0.004542,0.600257,0.5992261062.04.0410292.527795
42366,-0.00619,1.247100,0.000685,0.011180,0.685786,0.6889741128.04.0390272.525672
42466,-0.01168,1.240921,-0.00355,0.008553,0.669184,0.6684181189.04.0414732.517446
42566,-0.00210,1.258205,0.004926,0.011096,0.733254,0.7382291248.04.003052.506726
42666,-0.01192,1.250179,-0.00381,0.008788,0.646249,0.6454841317.04.0397612.514555
42766,-0.01766,1.263982,-0.01011,0.010171,0.559425,0.5534771359.04.0714312.479000
42866,-0.00871,1.260496,1.650252,0.007738,0.607089,0.6092221422.04.0691732.492597
42966,-0.01273,1.227112,-0.00441,0.007913,0.612495,0.6130631479.04.0598952.481322
43066,-0.00970,1.246305,-0.00255,0.010614,0.643168,0.6450231536.04.05862.468762
43166,-0.00562,1.241880,0.000748,0.012099,0.710966,0.7139561582.04.0334232.438574
43266,-0.00900,1.232757,-0.00193,0.010511,0.759132,0.7582881653.04.0783882.435668
43366,-0.01491,1.235934,-0.00576,0.006409,0.700138,0.6981291717.04.0700352.441314
43466,0.001348,1.254113,0.006737,0.014303,0.761082,0.7659361765.04.0487062.416788
43566,-0.01009,1.235516,-0.00421,0.012952,0.799336,0.7995981816.04.043952.391132
43666,-0.01554,1.217145,-0.00842,0.010098,0.698564,0.6950041879.04.0706452.388503
43766,-0.00754,1.226262,0.000226,0.008975,0.596348,0.5983771930.04.0672652.375325
43866,-0.01062,1.233810,-0.00301,0.009445,0.691092,0.6894372007.04.0906362.390551
43966,-0.00269,1.249339,0.004476,0.010651,0.635093,0.6408682061.04.0837792.377505
44066,-0.01779,1.245979,-0.01066,0.010677,0.696483,0.6889812118.04.0807572.371727
44166,-0.00484,1.231487,0.000855,0.013227,0.743959,0.7491112167.04.0772082.356761
44266,-0.01511,1.189576,-0.00675,0.007075,0.633638,0.6308322240.04.1020272.368812
44366,-0.00999,1.205789,-0.00280,0.009730,0.687225,0.6862892284.04.0770652.351068
44466,0.000101,1.215693,0.003572,0.017372,0.831246,0.8362712331.04.0658202.333101
44566,-0.01765,1.230963,-0.01336,0.016044,0.787187,0.7791012394.04.0746122.328892
44666,-0.00944,1.210919,-0.00438,0.014100,0.789914,0.7896982443.04.0645242.313383
44766,-0.01976,1.183884,-0.01186,0.007885,0.747544,0.7409052528.04.1027382.330998
44866,-0.00392,1.220766,0.003838,0.008894,0.638811,0.6429402595.04.0975462.338328
44966,-0.01547,1.208356,-0.00715,0.007537,0.653464,0.6503812651.04.0925112.334882
45066,-0.00133,1.192265,0.003586,0.014007,0.782069,0.7857422703.04.0818772.325437
45166,-0.00907,1.224758,-0.00197,0.010279,0.706651,0.7049752765.04.092.327788
45266,-0.01463,1.253133,-0.00395,0.003704,0.610210,0.6073132835.04.1007552.342516
45366,-2.80630,1.261310,0.008744,0.007680,0.690206,0.6983842880.04.0610722.336426
45466,-0.01772,1.233627,-0.01017,0.009575,0.721980,0.7168872970.04.0906022.358402
45566,-0.01194,1.212818,-0.00495,0.010276,0.663059,0.6616563021.04.090352.354603
45666,-0.01576,1.226574,-0.00579,0.004605,0.605813,0.6036623094.04.0959312.364245
45766,-0.00838,1.203739,0.000242,0.006826,0.675522,0.6772913165.04.0945672.379617
45866,-0.01259,1.226778,-0.00346,0.006283,0.636545,0.6355303221.04.0827732.378871
45966,-0.00152,1.227474,0.004539,0.012419,0.689163,0.6956023286.04.0787592.380848
46066,-0.00596,1.232006,-0.00240,0.017520,0.867233,0.8666123352.04.0879452.377711
46166,-0.02177,1.219492,-0.01393,0.008728,0.742175,0.7341553430.04.1043122.384397
46266,-0.01132,1.206278,-0.00252,0.006521,0.524341,0.5231653483.04.0998152.384468
46366,-0.00680,1.226479,0.002639,0.005637,0.607042,0.6104453549.04.0926462.390076
46466,-0.01477,1.228120,-0.00713,0.009277,0.667190,0.6648463606.04.0885332.386899
46566,-0.00819,1.229347,-0.00021,0.008631,0.648395,0.6486303687.04.1045332.399151
46666,-0.00913,1.233947,-0.00152,0.009463,0.666182,0.6687373748.04.1004182.398924
46766,-0.00466,1.221611,0.001243,0.012620,0.725502,0.7274543802.04.1033702.390871
46866,-0.01306,1.216446,-0.00606,0.010337,0.834038,0.8308373858.04.0918732.385104
46966,-0.01529,1.210148,-0.00829,0.010210,0.740431,0.7376833917.04.0798432.382606
47066,-0.01406,1.200114,-0.00513,0.006160,0.675278,0.6742524000.04.0976762.395745
47166,-0.00942,1.218520,-0.00156,0.008649,0.699058,0.7012014063.04.0955832.395571
47266,-0.01273,1.220375,-0.00514,0.009240,0.750006,0.7471934118.04.0999622.387569
47366,-0.01084,1.215972,-0.00390,0.010422,0.744517,0.7445444189.04.0992132.392192
47466,-0.00590,1.233714,0.000521,0.011813,0.647311,0.6501484224.04.0828622.377745
47566,-0.00874,1.201607,-0.00545,0.017444,0.912322,0.9120724281.04.0866572.372066
47666,-0.01929,1.168031,-0.01193,0.008649,0.737819,0.7327804346.04.0967952.372416
47766,-0.00542,1.125437,-0.00012,0.011915,0.806762,0.8126334401.04.1026942.365303
47866,-0.00255,1.127654,0.001995,0.013457,0.984101,0.9881304434.04.0925412.346312
47966,-0.01269,1.203439,-0.00607,0.010825,0.719770,0.7147744491.04.0926012.343032
48066,-0.00719,1.206208,-0.00087,0.011478,0.801971,0.8052344551.04.0922862.341304
48166,-0.01440,1.163806,-0.00839,0.011259,0.832058,0.8300944606.04.0956842.336250
48266,-0.01139,1.176223,-0.00513,0.011004,0.825959,0.8228364679.04.1020062.336984
48366,-0.00998,1.182493,-0.00318,0.010047,0.711543,0.7121784725.04.0948842.327086
48466,-0.00442,1.210233,0.001018,0.013308,0.761289,0.7629094783.04.0947782.324895
48566,-0.01547,1.194851,-0.00711,0.007180,0.700425,0.6983534856.04.1035812.329912
48666,-0.01297,1.176738,-0.00556,0.008705,0.743920,0.7416334907.04.0976232.322775
48766,-0.00953,1.213648,-0.00059,0.006394,0.656168,0.6570744961.04.0982562.317414
48866,-0.00917,1.220733,-0.00144,0.008963,0.719965,0.7204135025.04.0997342.317902
48966,-0.00352,1.217358,0.003358,0.010579,0.719369,0.7234925071.04.0956132.308292
49066,-0.01522,1.184091,-0.00931,0.011860,0.812805,0.8093835121.04.0898822.301954
49166,-0.00867,1.119087,-0.00488,0.014788,0.922604,0.9230055177.04.0984702.294742
49266,-0.01515,1.170808,-0.00837,0.009849,0.799015,0.7934295243.04.0997522.296221
49366,-0.00407,1.217099,0.002887,0.010411,0.736864,0.7422155298.04.1020902.292284
49466,-0.00330,1.180168,0.000806,0.015372,0.877892,0.8812625347.04.0987132.285256
49566,-0.00713,1.213942,-0.00329,0.016612,0.892143,0.8895795399.04.0964942.278766
49666,-0.00341,1.242338,0.001114,0.015786,0.775018,0.7775255450.04.0952692.271634
49766,-0.00886,1.210833,-0.00103,0.008553,0.759828,0.7609585509.04.1031302.270263
49866,-0.01717,1.217080,-0.00899,0.007981,0.716647,0.7113505563.04.1009082.267883
49966,-0.01292,1.217375,-0.00504,0.008583,0.657829,0.6571795622.04.0981862.267813
50066,-0.01226,1.212136,-0.00418,0.008081,0.617041,0.6157805685.04.1007632.269910
50166,-0.01096,1.205254,-0.00331,0.008804,0.716926,0.7179315727.04.0896142.260594
50266,-0.00945,1.207317,-0.00401,0.013257,0.751329,0.7526625783.04.0872472.256127
50366,-0.00204,1.191413,-0.00086,0.021473,0.802161,0.8042285843.04.0940452.251011
50466,-0.01006,1.173052,-0.00470,0.012741,0.791652,0.7912815898.04.1030952.247673
50566,-0.00816,1.170308,-0.00192,0.010921,0.770390,0.7718705928.04.090672.235344
50666,-0.00982,1.164012,-0.00456,0.012760,0.763813,0.7629435994.04.0950342.234824
50766,-0.00312,1.186546,0.001939,0.013602,0.828064,0.8341516037.04.0914802.227066
50866,-0.01139,1.175796,-0.00669,0.014130,0.933051,0.9311746096.04.0957522.221395
50966,-0.00371,1.173381,0.001013,0.014008,0.920002,0.9224106147.04.0887212.214673
51066,-0.01243,1.175868,-0.00731,0.013275,0.855776,0.8515536214.04.0990762.215732
51166,-0.00253,1.224691,0.003578,0.012257,0.687504,0.6899056266.04.0980422.212842
51266,-0.01499,1.185988,-0.00739,0.008524,0.765065,0.7631416323.04.1013132.210503
51366,-0.01640,1.150175,-0.01277,0.015740,0.802969,0.7978126375.04.0992402.205200
51466,-0.01343,1.158479,-0.00563,0.007561,0.728219,0.7257206423.04.0874442.200894
51566,-0.00367,1.154404,0.002480,0.010767,0.785862,0.7904956522.04.1047632.211050
51666,-0.00345,1.167673,0.000909,0.014623,0.874018,0.8772086573.04.1000222.203434
51766,-0.01006,1.152528,-0.00359,0.010117,0.813982,0.8149876606.04.0936022.194574
51866,-0.00313,1.173211,0.001928,0.013347,0.772806,0.7740856671.04.1021762.194630
51966,-0.01221,1.188014,-0.00496,0.009266,0.717124,0.7164696705.04.0920612.187928
52066,-0.00691,1.169355,-0.00203,0.013636,0.792969,0.7942846769.04.0983302.188379
52166,-0.00467,1.162714,-0.00021,0.014342,0.797506,0.8024256824.04.0998872.185262
52266,-0.01476,1.179778,-0.00741,0.008877,0.752477,0.7470006876.04.0963972.181855
52366,-0.00914,1.147759,-0.00157,0.007818,0.691579,0.6944566954.04.1012.187755
52466,-0.01835,1.151253,-0.01443,0.015186,0.853794,0.8465766992.04.0989532.179718
52566,0.001485,1.159430,0.005772,0.014613,0.753656,0.7606357039.04.0931542.175582
52666,-0.00383,1.154728,0.001097,0.013235,0.788322,0.7918087087.04.0992642.170076
52766,-0.01067,1.156781,-0.00680,0.015397,0.918185,0.9160707135.04.1026062.164849
52866,-0.00413,1.140345,-0.00215,0.018851,0.892349,0.8969487174.04.0978042.156302
52966,-0.00857,1.120805,-0.00419,0.013675,0.849178,0.8488967214.04.0922012.150556
53066,-0.00396,1.149447,-0.00393,0.022916,1.119630,1.1185927266.04.0921042.143371
53166,9.398116,1.185277,0.002266,0.019360,0.913560,0.9161907320.04.0937692.141030
53266,-0.01699,1.153573,-0.01386,0.016828,1.014275,1.0095227376.04.0940352.137644
53366,-0.00696,1.146364,-0.00407,0.017159,0.980468,0.9830037423.04.0955822.133521
53466,-0.01576,1.143770,-0.01129,0.013928,0.792428,0.7858497463.04.0925382.127291
53566,0.003481,1.180871,0.005487,0.019606,0.843283,0.8505757525.04.1003072.125114
53666,0.000448,1.173748,0.003891,0.016589,0.881535,0.8879217560.04.0888162.116715
53766,-0.01105,1.158196,-0.00680,0.014658,0.894327,0.8913707617.04.0897382.113972
53866,-0.00476,1.171137,-0.00185,0.017612,0.837817,0.8367757685.04.0955222.113959
53966,-0.00455,1.186898,-0.00058,0.015790,0.960707,0.9660947731.04.0950222.106798
54066,-0.01463,1.178580,-0.01115,0.016598,0.956168,0.9494457775.04.0933592.101643
54166,-0.00316,1.170603,-0.00093,0.018935,0.922127,0.9233947826.04.0938752.095212
54266,-0.01616,1.188357,-0.01257,0.016587,0.818686,0.8109757879.04.1002402.093688
54366,-0.01070,1.142496,-0.00596,0.013385,0.896964,0.8984807930.04.0940572.089769
54466,-0.00199,1.109049,-0.00015,0.018504,0.895873,0.8948527985.04.0953742.086452
54566,-0.00725,1.154316,-0.00150,0.011589,0.711308,0.7124068040.04.0972962.086811
54666,-0.01291,1.152723,-0.00897,0.015177,0.809712,0.8065498107.04.0994462.088039
54766,-0.00154,1.151598,-0.00096,0.021870,1.004491,1.0116348160.04.0958552.083536
54866,-0.00248,1.104584,-0.00172,0.020573,1.057639,1.0601978215.04.0960802.078277
54966,5.127140,1.157644,0.001570,0.020114,0.988485,0.9927218271.04.0971662.077247
55066,-0.01032,1.164807,-0.01717,0.037001,1.026474,1.0153698312.04.0939932.072585
55166,-0.01620,1.161301,-0.01101,0.012844,0.914579,0.9077888369.04.1024172.070554
55266,-0.01121,1.180325,-0.00671,0.014612,0.842753,0.8417018412.04.0971662.067412
55366,-0.00221,1.162048,-0.00164,0.022098,1.058348,1.0603328451.04.0938512.060615
55466,-0.00203,1.176556,-0.00078,0.021025,1.070311,1.0717098494.04.0932442.054024
55566,-0.01121,1.173401,-0.00870,0.018451,1.030166,1.0255828551.04.090912.050412
55666,-0.01696,1.193897,-0.01098,0.011923,0.751340,0.7458968620.04.0964032.053482
55766,-0.00715,1.176018,-0.00282,0.014868,0.781358,0.7829948661.04.0896182.050744
55866,-0.00733,1.152576,-0.00340,0.015181,0.890799,0.8896078739.04.0993622.053586
55966,-0.00466,1.161796,-0.00157,0.017065,0.923880,0.9257338779.04.0939772.048197
56066,0.002011,1.165013,0.003973,0.019376,0.926855,0.9316208824.04.0881162.044154
56166,-0.00653,1.156423,-0.00660,0.023273,1.070316,1.0704728884.04.0945382.041913
56266,-0.00222,1.167389,-0.00074,0.020387,1.012183,1.0107308923.04.0903212.036068
56366,-0.00966,1.176626,-0.00626,0.016748,0.917968,0.9149688976.04.0909492.033539
56466,-0.01189,1.174161,-0.00508,0.009867,0.782862,0.7792189058.04.0978992.041305
56566,-0.00971,1.188908,-0.00766,0.019673,0.939018,0.9403339104.04.0964932.035995
56666,-0.01621,1.158471,-0.01270,0.016157,0.924063,0.9199419159.04.0961022.034060
56766,0.007396,1.114075,0.008769,0.019534,0.954874,0.9655219200.04.0909352.029412
56866,-0.00683,1.117106,-0.00602,0.020727,1.051124,1.0516729251.04.0899572.025001
56966,-0.01369,1.126696,-0.01238,0.019916,1.031754,1.0246439308.04.0946672.021443
57066,-0.00628,1.125021,-0.00538,0.020695,1.061052,1.0612029345.04.0895512.016506
57166,-0.00393,1.060122,-0.00676,0.026858,1.228012,1.2300499417.04.0909092.014555
57266,-0.01046,1.046819,-0.00938,0.018792,1.056218,1.0504339467.04.0917452.011202
57366,-0.01277,1.035620,-0.01241,0.019997,1.028781,1.0264689519.04.0942972.007707
57466,-0.01909,1.080640,-0.01860,0.020618,0.990382,0.9838739580.04.1004112.006370
57566,-0.01064,1.082345,-0.00730,0.014964,0.985085,0.9828589621.04.0951292.002217
57666,-0.00660,1.108341,-0.00526,0.019503,0.839776,0.8394219670.04.0941542.001230
57766,-0.00218,1.076886,-0.00115,0.019472,0.985331,0.9905269715.04.0922551.996652
57866,-0.00213,1.076018,-0.00041,0.018085,0.987359,0.9913059751.04.0885861.990965
57966,-0.00885,1.063003,-0.00883,0.021228,0.952210,0.9485459811.04.0917241.988650
58066,-0.01316,1.038099,-0.01080,0.016041,1.013489,1.0079299869.04.0941141.986573
58166,-0.00688,1.012996,-0.00533,0.017147,0.932068,0.9336839919.04.0942641.985890
58266,0.003849,1.025218,0.002302,0.023598,1.036616,1.0386739982.04.0960331.984678
58366,0.000420,1.131001,0.002527,0.018405,0.888416,0.89221010035.04.0980841.981480
58466,-0.00738,1.140805,-0.00446,0.016973,1.042367,1.04019510060.04.0896751.974437
58566,-0.01323,1.116255,-0.01069,0.017243,0.992965,0.98680110119.04.0920131.972980
58666,0.000508,1.136316,0.001845,0.020052,0.912166,0.91822810154.04.0879331.967696
58766,-0.00626,1.105167,-0.00543,0.020447,1.077968,1.07912410214.04.0925271.965196
58866,-0.01242,1.041472,-0.01489,0.025777,1.113818,1.10768710270.04.0946691.962727
58966,-0.00231,1.026000,-0.00485,0.025600,1.221973,1.22383210306.04.0868721.957595
59066,-0.00325,1.043662,-0.00132,0.017018,0.965808,0.96670910358.04.0940211.954469
59166,-0.01551,0.952056,-0.01546,0.018937,1.031721,1.02684210400.04.0890181.951435
59266,-0.00276,1.033347,-0.00230,0.019746,1.074420,1.07448810466.04.0901041.951451
59366,-0.00759,1.075511,-0.00566,0.017642,1.076465,1.07779510516.04.0912261.948777
59466,-0.00547,1.052642,-0.00643,0.022983,1.081348,1.08054510561.04.0903651.944398
59566,-0.01326,1.015439,-0.01445,0.022681,1.234678,1.22992410619.04.0908841.941514
59666,-0.01132,0.986524,-0.01533,0.027739,1.204399,1.19393710657.04.0878241.936891
59766,-0.00414,1.023119,-0.00732,0.026826,1.212168,1.21093810714.04.0887551.933326
59866,0.001057,1.078077,0.000702,0.022272,1.065024,1.07050910769.04.0865851.931333
59966,-0.00100,1.080328,-0.00040,0.020405,1.198023,1.19963810822.04.0861151.928159
60066,-0.02567,1.082930,-0.02488,0.020084,1.104239,1.09265210877.04.0868741.926514
60166,-0.00424,1.112272,-0.00360,0.020951,0.968593,0.96466410955.04.0965401.927905
60266,0.008319,1.134712,0.009297,0.020737,0.885392,0.89499311012.04.0968601.926282
60366,-0.01287,1.119747,-0.00940,0.015447,0.950355,0.94783411050.04.0936591.921854
60466,-0.00865,1.095098,-0.00555,0.015705,1.017783,1.01748911084.04.0901551.917174
60566,0.000355,1.070192,0.000258,0.021596,1.116911,1.12163511138.04.0915721.915074
